cliente_id,idade,uf,escolaridade,estado_civil,profissao,segmento,renda_mensal,score_credito,tempo_relacionamento_meses,qtd_produtos,agencia_id,gerente_id,canal_preferencial,produto_principal,media_qtd_pix_6m,media_valor_pix_6m,valor_total_pix_6m,qtd_transacoes_cartao_6m,valor_cartao_6m,qtd_login_app_30d,qtd_tentativas_login_falha_30d,qtd_contestacoes_12m,dias_desde_ultima_fraude,tipo_fraude,valor_fraude,qtd_protocolos_atendimento_90d,tempo_resolucao_dias,teve_estorno,percentual_estornado,reclamacao_bacen,reclamacao_consumidor_gov,vulnerabilidade_digital_score,advogado_id,prob_judicializacao_teorica,judicializou
5987,30,RJ,Superior,Divorciado,Empresario,MEI,3206.87,643,77,2,463,1783,App,Conta corrente,27,575.65,87643.71,41,8207.11,28,2,0,25,Cartao clonado,917.6,2,15,1,0.544,0,0,45.3,145,0.0657,0
5988,43,SP,Medio,Divorciado,Aposentado,MEI,5809.26,735,100,2,510,2868,App,Cartao credito,21,724.83,88204.69,51,17092.88,38,4,1,36,Pix falso,1493.45,1,18,1,0.42,0,0,34.9,0,0.046,0
5989,49,SP,Superior,Viuvo,Servidor publico,Alta renda,15880.46,516,20,2,798,2651,App,Cartao credito,25,1704.75,243170.67,71,10733.23,40,0,1,4,Boleto falso,684.82,0,38,0,0.207,1,0,15.2,0,0.3531,0
5990,36,SP,Medio,Solteiro,Servidor publico,Private,25772.17,835,62,7,279,2359,App,Conta corrente,35,855.3,162814.22,86,44392.1,31,9,0,56,Engenharia social,8034.2,1,25,1,0.376,0,0,26.2,11,0.2746,0
5991,50,DF,Superior,Casado,Empresario,Varejo,4663.82,609,46,2,118,1198,App,Conta corrente,24,150.53,19442.26,40,13619.71,34,0,0,52,Conta invadida,939.34,3,45,1,0.899,0,0,27.4,0,0.0776,0
5992,47,PR,Superior,Casado,CLT,Alta renda,12368.76,775,111,2,330,2086,Agencia,Conta corrente,38,1261.91,259720.78,65,10311.49,16,2,0,218,Cartao clonado,8150.82,4,35,1,0.956,0,0,29.3,0,0.1183,0
5993,27,MG,Medio,Casado,Estudante,Varejo,2250.74,626,38,1,429,338,WhatsApp,Conta salario,20,53.31,6442.48,49,7799.06,23,0,0,94,Cartao clonado,727.09,2,22,0,0.001,1,0,21.8,0,0.1988,1
5994,50,SC,Superior,Solteiro,Servidor publico,Aposentado,10057.05,411,162,3,94,1841,App,Investimentos,27,402.94,52892.38,44,4462.83,46,1,0,653,Engenharia social,3060.41,0,50,1,0.615,0,0,50.8,0,0.1478,0
5995,55,BA,Medio,Casado,Estudante,MEI,10130.52,678,52,1,643,1542,App,Cartao credito,25,179.32,25602.24,52,4604.24,44,1,1,669,Golpe do motoboy,238.07,3,12,1,0.855,0,1,23.9,0,0.0379,0
5996,45,SP,Medio,Solteiro,Empresario,Universitario,800.0,593,60,5,523,196,App,Conta corrente,24,527.06,77094.8,49,1555.65,46,4,0,18,Engenharia social,1027.48,1,15,1,0.599,0,0,34.3,0,0.0324,0
5997,59,SC,Superior,Solteiro,CLT,MEI,4867.31,482,43,1,169,678,Internet Banking,Cartao credito,21,487.38,54624.3,44,3730.05,24,4,0,165,Engenharia social,5941.92,6,21,0,0.0,1,0,18.4,0,0.3042,0
5998,24,GO,Medio,Casado,CLT,Varejo,5418.42,382,58,3,22,2646,Internet Banking,Conta corrente,23,205.73,25481.94,39,4145.07,14,0,0,248,Conta invadida,871.66,1,17,1,0.488,0,0,23.6,0,0.0285,0
5999,49,PR,Superior,Divorciado,CLT,Aposentado,5218.97,722,66,1,192,1919,Internet Banking,Conta salario,13,3344.16,237592.81,56,5677.03,14,1,0,515,Engenharia social,1962.11,2,33,0,0.002,0,1,56.1,0,0.3391,0
6000,24,PR,Medio,Solteiro,CLT,Varejo,4210.05,461,60,1,502,2462,App,Financiamento,21,350.27,42832.58,63,11222.26,33,2,0,94,Pix falso,762.31,0,22,1,0.8,0,0,45.4,0,0.0603,0
6001,25,CE,Superior,Solteiro,CLT,Alta renda,17309.03,712,92,5,228,1865,App,Cartao credito,25,572.78,81702.6,71,47649.86,35,3,0,234,Conta invadida,739.5,4,21,1,0.801,0,0,22.6,0,0.0446,0
6002,33,RS,Superior,Solteiro,CLT,Private,16390.75,607,60,8,399,1843,Caixa Eletronico,Conta corrente,23,1518.25,193829.24,78,26941.37,15,2,0,223,Pix falso,1002.77,2,21,1,0.606,0,0,34.5,15,0.1343,0
6003,28,ES,Medio,Solteiro,Aposentado,Varejo,2037.14,543,71,5,310,2079,WhatsApp,Cartao credito,27,254.46,42181.28,44,2464.35,16,1,0,246,Pix falso,695.92,3,7,0,0.273,1,0,43.2,0,0.2115,0
6004,34,SP,Superior,Solteiro,CLT,MEI,5459.56,663,71,2,65,431,App,Conta corrente,22,551.85,71573.57,61,2727.14,37,3,1,443,Engenharia social,753.61,2,28,1,0.908,0,0,42.8,0,0.0571,1
6005,39,PE,Medio,Divorciado,Servidor publico,Alta renda,7617.87,647,71,3,406,1593,WhatsApp,Conta corrente,27,1033.98,151496.13,85,6171.13,29,8,0,140,Conta invadida,2027.87,0,28,1,0.309,1,0,54.5,0,0.3504,0
6006,55,PR,Superior,Solteiro,Empresario,Universitario,1392.17,665,30,4,552,2252,Internet Banking,Conta corrente,26,107.63,16567.95,41,1761.95,14,1,0,395,Pix falso,4303.31,2,15,0,0.081,0,0,27.4,0,0.1242,0
6007,37,RJ,Medio,Solteiro,Empresario,Universitario,1175.22,737,29,2,76,1686,Internet Banking,Conta corrente,25,177.12,22425.27,46,1258.56,12,2,0,1000,Pix falso,736.38,2,14,1,0.62,0,0,25.0,0,0.0324,0
6008,18,CE,Fundamental,Casado,Desempregado,Alta renda,29834.78,800,67,3,310,2592,Telefone,Emprestimo,31,594.54,108152.23,70,22353.17,12,1,0,389,Pix falso,17458.02,1,36,0,0.006,0,0,64.5,0,0.643,1
6009,59,ES,Medio,Casado,CLT,Universitario,2242.09,857,139,4,786,267,WhatsApp,Conta salario,24,141.59,18437.6,44,2789.93,21,1,0,186,Golpe do motoboy,3499.44,2,28,1,0.771,0,0,25.1,0,0.0493,0
6010,29,SP,Superior,Casado,Autonomo,Aposentado,1325.64,553,36,3,591,883,WhatsApp,Conta corrente,24,54.74,8034.36,46,1243.24,19,0,0,99,Conta invadida,4194.94,1,51,0,0.073,0,0,48.7,0,0.369,0
6011,41,GO,Medio,Divorciado,CLT,Varejo,7654.04,717,53,3,203,1785,Internet Banking,Conta corrente,16,966.95,88368.08,55,8549.82,24,3,0,43,Golpe do motoboy,1875.9,2,19,0,0.049,0,0,49.1,0,0.1432,0
6012,49,SP,Superior,Solteiro,Aposentado,MEI,2765.16,610,149,3,767,1549,Agencia,Conta corrente,19,177.08,20092.43,56,3311.39,22,1,1,11,Emprestimo fraudulento,12833.97,5,28,1,0.673,1,0,47.2,0,0.4012,0
6013,45,SP,Medio,Solteiro,CLT,Universitario,1670.13,479,66,1,18,1020,Agencia,Cartao credito,20,97.03,10880.87,60,1474.16,15,1,0,235,Engenharia social,3582.88,0,3,1,0.803,0,0,39.6,0,0.0275,0
6014,58,SP,Medio,Solteiro,CLT,Varejo,5573.9,401,41,4,590,1182,Internet Banking,Conta corrente,27,153.26,20387.99,49,6306.1,20,1,0,24,Pix falso,1526.6,1,13,0,0.204,0,0,44.4,0,0.1319,0
6015,49,GO,Superior,Casado,Estudante,Varejo,5784.18,559,85,6,41,1941,App,Conta corrente,21,821.86,98381.46,62,8128.45,37,2,0,78,Cartao clonado,472.56,1,28,0,0.049,0,0,42.2,123,0.2438,1
6016,29,SC,Medio,Casado,Autonomo,Alta renda,15914.89,556,85,5,136,432,App,Cartao credito,29,2776.24,448706.59,73,10388.08,42,1,0,44,Pix falso,804.16,0,15,0,0.211,0,0,20.0,0,0.1249,0
6017,75,SP,Superior,Casado,CLT,Varejo,3030.64,457,37,1,603,743,App,Conta corrente,13,324.57,24480.96,33,1454.97,29,0,2,151,Engenharia social,856.7,0,14,1,0.565,0,0,73.7,0,0.0611,0
6018,45,RS,Medio,Casado,CLT,Varejo,7487.27,567,25,3,797,3202,WhatsApp,Financiamento,21,955.78,110154.45,51,8677.25,21,0,1,77,Emprestimo fraudulento,19330.68,4,41,0,0.014,0,1,31.5,0,0.6484,1
6019,40,SP,Medio,Solteiro,Autonomo,Alta renda,10506.04,753,65,5,271,1368,App,Emprestimo,32,1514.81,260647.26,63,17277.02,36,2,0,28,Cartao clonado,1186.4,1,13,1,0.805,0,0,35.4,0,0.0437,0
6020,56,SC,Pos-graduacao,Solteiro,CLT,Varejo,1965.42,574,97,3,644,2421,App,Conta corrente,19,37.84,3798.22,61,7786.55,35,0,0,432,Conta invadida,5159.33,2,36,0,0.0,0,0,18.5,0,0.1755,0
6021,46,RJ,Fundamental,Solteiro,Autonomo,Alta renda,11552.37,580,91,3,378,1702,App,Cartao credito,20,328.4,35585.38,66,16238.23,41,0,0,226,Golpe do motoboy,20819.62,4,21,1,0.737,0,0,29.9,108,0.2355,0
6022,48,SP,Medio,Casado,CLT,Universitario,2784.84,654,94,3,8,520,App,Conta corrente,33,827.48,148524.08,48,3666.83,41,2,0,28,Engenharia social,2591.87,0,15,1,0.782,0,0,31.8,0,0.034,0
6023,79,BA,Medio,Solteiro,Desempregado,Alta renda,11560.78,537,66,2,40,2129,App,Cartao credito,27,557.15,84633.04,60,9567.75,40,0,1,5,Engenharia social,2152.02,1,30,0,0.001,0,1,62.2,66,0.5619,1
6024,38,PR,Fundamental,Solteiro,Autonomo,Aposentado,929.13,729,61,2,216,1360,App,Cartao credito,24,79.85,11647.11,39,1022.87,33,1,0,216,Pix falso,1092.5,1,15,1,0.649,0,0,54.3,292,0.0943,0
6025,37,BA,Fundamental,Casado,Aposentado,MEI,5020.37,563,62,2,175,408,Telefone,Conta corrente,26,474.21,69642.1,46,5978.92,15,0,1,93,Pix falso,15229.73,2,17,1,0.484,0,0,44.3,0,0.1117,0
6026,44,RS,Superior,Casado,CLT,Varejo,1292.12,566,15,1,239,3254,Agencia,Cartao credito,14,65.7,5320.84,68,853.91,24,1,1,202,Cartao clonado,974.65,4,26,0,0.003,0,0,54.0,0,0.181,0
6027,58,RJ,Medio,Viuvo,Aposentado,Varejo,6431.11,551,51,4,741,322,Telefone,Emprestimo,25,479.26,63184.09,40,3534.06,18,1,0,885,Boleto falso,9681.03,3,18,0,0.071,0,0,40.9,27,0.2783,0
6028,19,RS,Medio,Solteiro,CLT,Alta renda,8440.41,706,27,3,743,2572,WhatsApp,Emprestimo,34,512.93,99786.48,80,13987.51,20,3,0,83,Cartao clonado,5691.94,1,41,1,0.602,1,0,25.9,0,0.2392,0
6029,18,SP,Medio,Solteiro,CLT,MEI,3271.21,541,83,4,73,274,Telefone,Cartao credito,20,93.42,9420.56,40,2145.39,18,1,1,615,Cartao clonado,868.45,0,15,1,0.869,0,0,26.8,0,0.0282,0
6030,33,RJ,Superior,Solteiro,Autonomo,Varejo,4043.69,686,79,2,90,2906,App,Investimentos,23,101.23,12615.52,46,2528.21,40,2,0,144,Boleto falso,417.96,3,9,1,0.866,0,0,34.5,0,0.0256,0
6031,18,BA,Superior,Solteiro,Estudante,Alta renda,20371.98,563,87,3,212,2289,App,Conta salario,24,8168.38,1124309.75,91,47374.29,31,2,0,200,Boleto falso,4956.4,1,25,0,0.099,0,0,48.1,0,0.257,0
6032,36,SC,Superior,Casado,Autonomo,Private,95314.79,465,115,2,413,1212,App,Conta corrente,33,4350.81,698319.16,103,144592.19,35,1,0,217,Cartao clonado,361.77,0,14,1,0.726,0,1,29.4,0,0.0752,0
6033,50,CE,Superior,Casado,Aposentado,Varejo,5212.11,510,39,1,424,2116,App,Cartao credito,17,649.91,57116.84,53,16330.9,34,2,0,54,Engenharia social,1899.16,3,10,1,0.915,0,0,31.5,279,0.0466,0
6034,29,PR,Medio,Divorciado,Autonomo,Alta renda,10618.43,528,38,2,32,103,Internet Banking,Emprestimo,27,674.28,92122.15,69,13142.21,16,1,0,99,Conta invadida,5366.72,5,44,0,0.002,1,0,52.4,0,0.712,1
6035,21,GO,Superior,Casado,Aposentado,Varejo,2196.52,748,85,4,235,2386,WhatsApp,Investimentos,19,207.26,22005.95,43,5694.37,17,2,0,311,Engenharia social,5363.73,4,15,1,0.937,0,0,19.5,260,0.0546,0
6036,43,PR,Superior,Solteiro,CLT,Varejo,4081.89,696,40,2,409,755,App,Conta corrente,22,327.34,40640.88,66,4114.99,39,3,0,209,Pix falso,1033.73,1,14,1,0.407,0,0,13.0,212,0.0455,0
6037,55,MG,Superior,Divorciado,Estudante,Aposentado,1538.44,703,98,3,794,1264,App,Cartao credito,14,21.96,1871.59,53,3852.07,33,3,0,46,Pix falso,2004.39,0,17,0,0.058,0,1,10.4,121,0.218,0
6038,18,SP,Medio,Casado,CLT,Aposentado,4109.79,799,90,3,67,2025,Telefone,Financiamento,32,341.48,67168.7,55,9930.49,24,1,0,461,Pix falso,974.28,1,19,1,0.766,0,0,15.3,0,0.0329,0
6039,54,BA,Superior,Casado,Empresario,Varejo,3757.88,591,248,1,606,1368,App,Cartao credito,19,107.37,9809.14,44,4975.24,42,2,0,646,Pix falso,1620.8,2,25,0,0.011,1,0,26.0,277,0.4038,0
6040,54,RS,Medio,Solteiro,Autonomo,Varejo,7149.03,496,31,1,435,1245,App,Cartao credito,27,506.75,73228.61,53,21806.46,34,0,0,327,Pix falso,2252.93,3,8,1,0.844,0,0,17.8,0,0.0255,0
6041,56,MG,Medio,Casado,Empresario,Universitario,2123.42,716,60,2,230,3373,Telefone,Investimentos,26,126.02,20145.2,54,3217.42,14,1,1,423,Cartao clonado,1343.56,1,6,1,0.707,0,0,38.4,0,0.0261,0
6042,60,SP,Medio,Solteiro,Estudante,Varejo,4737.11,567,102,1,514,1571,WhatsApp,Conta salario,22,598.76,77445.75,49,3369.23,18,1,1,245,Cartao clonado,544.65,1,21,1,0.767,0,0,40.0,0,0.0426,0
6043,75,SP,Superior,Divorciado,CLT,Varejo,3376.96,657,72,2,132,361,App,Emprestimo,14,323.87,27379.11,45,3425.22,30,1,0,14,Cartao clonado,2600.84,4,10,1,0.704,0,0,68.0,0,0.0537,0
6044,37,SP,Medio,Casado,CLT,Aposentado,1331.39,719,28,4,21,1988,Telefone,Conta corrente,22,152.34,19138.43,57,3675.72,23,1,0,272,Cartao clonado,2325.63,3,12,1,0.523,0,0,38.3,0,0.0339,0
6045,44,RJ,Medio,Solteiro,Aposentado,Varejo,6348.12,667,117,4,45,1939,Telefone,Conta corrente,14,3094.72,213794.01,49,8740.35,11,2,1,24,Conta invadida,719.1,2,52,1,0.913,0,0,23.7,0,0.0903,0
6046,36,SP,Medio,Casado,CLT,Varejo,4639.71,649,93,1,537,47,App,Cartao credito,18,286.34,31492.85,47,2816.23,37,0,0,356,Pix falso,1202.64,2,29,1,0.782,0,0,10.2,0,0.0427,0
6047,42,PE,Medio,Casado,CLT,Varejo,4540.7,520,21,1,512,312,WhatsApp,Cartao credito,17,249.52,24101.2,54,9384.53,19,1,1,93,Cartao clonado,2606.5,1,11,0,0.029,0,0,31.4,0,0.0876,0
6048,65,CE,Medio,Solteiro,CLT,Universitario,1736.88,745,61,1,483,3288,App,Financiamento,18,71.09,7913.58,45,1269.27,38,0,0,419,Engenharia social,739.01,0,1,0,0.073,1,0,40.9,0,0.1438,0
6049,22,PE,Superior,Casado,Empresario,Universitario,1401.94,716,54,1,473,2487,App,Emprestimo,28,53.18,7300.91,44,1863.05,44,3,1,126,Emprestimo fraudulento,17300.91,4,15,0,0.064,0,1,71.2,0,0.5731,1
6050,29,PR,Superior,Solteiro,CLT,Universitario,1880.45,703,41,2,45,1046,Internet Banking,Conta salario,23,29.38,3777.69,51,1994.52,20,2,0,15,Golpe do motoboy,986.82,3,17,1,0.677,0,0,27.5,0,0.0307,0
6051,63,PR,Pos-graduacao,Casado,Estudante,Alta renda,20629.38,728,20,4,82,2514,Agencia,Cartao credito,37,3965.27,788374.58,71,18611.22,15,2,0,1000,Pix falso,1650.79,2,11,1,0.719,0,0,50.1,102,0.1097,0
6052,57,CE,Superior,Casado,Aposentado,Alta renda,15818.69,713,43,2,693,302,App,Conta corrente,35,1129.09,213102.09,69,12627.79,41,2,0,120,Cartao clonado,216.78,0,5,0,0.063,0,0,41.4,0,0.1028,0
6053,37,RJ,Medio,Casado,Autonomo,Aposentado,2468.72,728,145,2,591,54,App,Conta corrente,30,82.22,14741.83,52,1188.87,38,2,0,209,Boleto falso,4002.82,2,45,0,0.002,0,0,45.1,0,0.3051,0
6054,55,SP,Medio,Divorciado,CLT,Aposentado,4128.09,831,106,4,494,2342,Internet Banking,Conta corrente,22,333.31,44876.7,41,12447.5,15,0,1,147,Golpe do motoboy,15721.98,3,19,1,0.724,0,0,37.9,0,0.0903,0
6055,47,MG,Medio,Casado,CLT,Alta renda,24600.95,748,78,4,392,1118,Agencia,Investimentos,27,2437.07,328780.72,74,58494.36,18,3,0,131,Engenharia social,13063.36,3,9,1,0.707,0,0,33.5,0,0.0725,0
6056,65,PR,Medio,Casado,CLT,Alta renda,18320.77,645,71,2,585,791,Agencia,Financiamento,21,1767.78,192986.77,72,27775.95,16,5,0,80,Golpe do motoboy,1272.67,5,22,1,0.779,0,0,44.3,0,0.0948,0
6057,43,MG,Pos-graduacao,Solteiro,Estudante,Varejo,2802.46,514,72,1,330,2324,Telefone,Investimentos,20,233.59,24837.55,54,10285.26,15,1,0,570,Engenharia social,1997.21,5,26,1,0.889,0,1,42.9,0,0.1248,0
6058,57,SP,Fundamental,Casado,Estudante,Varejo,2951.46,736,129,3,79,2128,App,Financiamento,18,179.98,19997.33,47,3611.83,37,4,1,84,Boleto falso,941.07,1,18,1,0.885,1,0,44.8,0,0.0947,0
6059,82,BA,Superior,Casado,Desempregado,Varejo,2451.0,610,102,2,50,1530,App,Conta salario,21,111.78,14194.55,50,2795.67,36,3,0,79,Engenharia social,2384.12,1,15,1,0.696,0,0,54.8,87,0.0835,0
6060,51,SC,Superior,Solteiro,CLT,Varejo,2809.99,889,69,1,286,2066,App,Conta salario,30,452.25,66775.44,47,5146.53,39,0,0,149,Cartao clonado,180.11,3,10,1,0.465,0,0,25.9,185,0.0383,0
6061,43,SP,Pos-graduacao,Solteiro,Servidor publico,Alta renda,8519.72,580,56,4,79,2222,Internet Banking,Cartao credito,28,1433.39,245483.03,63,9953.89,22,3,1,53,Cartao clonado,173.95,1,36,0,0.023,0,0,50.0,0,0.283,1
6062,53,PR,Superior,Solteiro,Aposentado,Varejo,7865.61,738,89,5,354,672,Telefone,Cartao credito,13,544.17,36352.02,53,3178.28,24,0,1,288,Golpe do motoboy,1415.87,1,30,1,0.989,1,0,45.9,28,0.2246,1
6063,37,BA,Pos-graduacao,Viuvo,CLT,Varejo,6901.61,720,52,1,229,2243,Telefone,Investimentos,26,1271.36,199140.43,55,19519.29,17,0,0,12,Pix falso,4449.79,1,11,1,0.824,0,1,42.2,0,0.0781,1
6064,78,SP,Pos-graduacao,Viuvo,CLT,Varejo,3603.91,753,84,5,398,2718,Caixa Eletronico,Emprestimo,16,196.8,18629.27,43,2275.69,5,1,1,465,Engenharia social,4827.44,2,35,0,0.009,0,0,52.5,0,0.2708,0
6065,45,SP,Medio,Casado,Servidor publico,Varejo,2980.08,483,85,4,742,383,App,Conta corrente,19,506.89,47036.9,52,3162.06,44,0,0,99,Boleto falso,346.42,1,12,1,0.459,1,0,39.1,0,0.0688,0
6066,38,MG,Medio,Casado,CLT,Aposentado,5576.8,660,40,2,245,655,Caixa Eletronico,Cartao credito,25,472.62,69711.33,52,6106.3,20,0,0,49,Pix falso,2593.75,5,21,1,0.66,0,0,31.3,0,0.0707,0
6067,29,PE,Medio,Casado,Servidor publico,Varejo,4518.32,646,42,3,428,3089,App,Financiamento,23,146.07,20315.98,62,13187.18,44,1,0,158,Golpe do motoboy,10288.86,5,21,0,0.048,0,0,34.8,0,0.2458,0
6068,58,BA,Superior,Solteiro,CLT,Universitario,2632.03,576,39,1,481,880,WhatsApp,Cartao credito,23,99.05,12427.09,35,1582.09,18,1,1,92,Golpe do motoboy,227.24,1,45,1,0.634,0,1,44.9,0,0.1541,0
6069,55,SP,Medio,Solteiro,CLT,Varejo,4919.18,717,73,2,686,961,Internet Banking,Conta corrente,16,769.52,72496.06,42,2652.33,12,4,0,23,Cartao clonado,1817.72,1,27,1,0.955,0,0,46.9,0,0.0629,0
6070,35,MG,Superior,Solteiro,Aposentado,Varejo,5322.69,534,82,2,224,1639,Telefone,Conta corrente,21,260.16,27273.8,27,6079.27,14,0,0,46,Conta invadida,1475.43,2,44,1,0.886,0,0,17.2,0,0.0653,0
6071,51,SP,Fundamental,Solteiro,Autonomo,Varejo,1668.96,724,69,5,107,827,App,Cartao credito,25,30.42,4585.3,40,5689.71,40,0,0,52,Conta invadida,2938.19,2,15,1,0.86,0,0,59.5,0,0.0558,0
6072,19,RJ,Fundamental,Solteiro,Desempregado,Varejo,4649.58,656,61,3,567,2737,Agencia,Conta salario,15,633.28,49539.72,55,5319.88,22,1,0,384,Pix falso,3456.58,4,27,1,0.661,1,0,58.8,243,0.3167,1
6073,45,MG,Fundamental,Divorciado,Aposentado,Alta renda,13692.89,821,102,4,284,1500,App,Conta corrente,28,1542.78,235926.38,70,7125.11,41,1,1,13,Pix falso,17449.26,6,25,0,0.0,1,0,61.8,0,0.7948,1
6074,49,MG,Superior,Casado,Servidor publico,Varejo,1901.73,555,58,1,198,2354,WhatsApp,Conta corrente,16,874.61,81578.45,47,1663.61,11,0,0,69,Pix falso,985.68,2,29,1,0.583,0,1,37.8,0,0.1066,1
6075,68,SP,Medio,Casado,CLT,MEI,3507.22,635,32,1,797,2075,Internet Banking,Cartao credito,9,573.8,30419.02,49,4992.54,14,1,0,128,Pix falso,3313.48,0,10,1,0.41,0,0,47.4,0,0.0484,0
6076,30,SP,Superior,Solteiro,CLT,Varejo,2859.7,588,62,3,535,480,App,Financiamento,17,235.49,23437.79,52,2688.72,30,1,1,97,Boleto falso,306.28,0,23,0,0.001,0,0,41.5,0,0.1324,0
6077,23,SP,Medio,Casado,Estudante,Aposentado,2061.13,779,110,1,218,1053,App,Financiamento,22,119.31,12652.58,45,4405.27,39,1,1,129,Cartao clonado,1492.16,0,8,1,0.834,0,0,29.0,0,0.0239,0
6078,29,PE,Medio,Casado,CLT,Universitario,2100.43,873,102,1,403,3308,Agencia,Conta salario,20,67.86,8199.1,41,1467.82,23,4,0,63,Conta invadida,974.2,0,13,0,0.019,1,0,42.8,0,0.2115,0
6079,22,SP,Fundamental,Divorciado,Empresario,Varejo,1229.94,711,49,3,688,1769,App,Conta corrente,21,29.63,3208.9,65,1440.01,36,2,0,106,Conta invadida,2867.03,0,16,1,0.863,0,0,46.4,0,0.046,0
6080,62,SP,Pos-graduacao,Solteiro,CLT,Varejo,2426.59,357,69,2,112,2379,App,Financiamento,28,183.09,30016.58,49,1493.46,39,2,3,228,Cartao clonado,16934.6,3,19,1,0.88,0,0,58.0,67,0.21,0
6081,65,DF,Superior,Solteiro,Estudante,Alta renda,11883.03,565,24,1,415,1850,Caixa Eletronico,Emprestimo,26,1331.19,207387.36,76,44888.49,20,2,0,108,Conta invadida,5791.05,4,13,1,0.92,0,1,83.7,0,0.1914,0
6082,47,SP,Superior,Viuvo,Autonomo,MEI,3595.4,691,48,5,612,3274,App,Emprestimo,25,1023.2,132454.2,50,8659.38,36,2,0,112,Boleto falso,3957.91,1,16,0,0.001,1,0,19.3,0,0.1892,1
6083,60,SP,Superior,Casado,Autonomo,MEI,1709.36,629,194,1,402,1695,App,Conta corrente,18,21.59,2352.88,47,6291.14,33,0,0,20,Pix falso,3850.31,0,26,1,0.866,0,0,12.6,0,0.0469,0
6084,44,RJ,Medio,Viuvo,Empresario,Universitario,2129.03,420,72,3,72,3347,Internet Banking,Financiamento,26,256.91,34902.08,42,2140.34,28,0,1,508,Golpe do motoboy,5789.72,3,19,1,0.838,0,0,43.5,0,0.0571,0
6085,41,SP,Fundamental,Divorciado,Autonomo,Varejo,4432.62,557,20,1,400,1274,Telefone,Financiamento,13,596.8,42570.82,50,9675.46,19,3,0,31,Golpe do motoboy,1144.38,3,12,0,0.123,0,0,55.2,0,0.1226,0
6086,37,PR,Superior,Casado,Empresario,Varejo,2410.26,595,137,1,206,121,Agencia,Cartao credito,20,128.27,15445.52,38,4389.13,25,2,1,453,Pix falso,1600.0,0,8,0,0.005,0,0,48.5,0,0.1212,0
6087,37,RJ,Pos-graduacao,Solteiro,CLT,Varejo,3904.79,840,50,5,263,2609,App,Cartao credito,23,468.65,60252.63,35,14870.69,34,0,0,33,Engenharia social,1607.18,3,31,1,0.894,0,0,47.2,0,0.0712,0
6088,19,SP,Medio,Casado,Aposentado,Varejo,4144.22,572,34,2,127,2782,App,Conta corrente,20,404.39,48455.78,43,7997.22,36,2,0,283,Pix falso,13073.05,1,15,0,0.225,0,1,56.5,0,0.4004,1
6089,46,ES,Medio,Casado,Empresario,Alta renda,9528.11,679,199,4,218,502,Internet Banking,Conta corrente,26,368.75,49782.51,69,7764.26,16,0,1,306,Engenharia social,7878.35,3,11,1,0.738,0,0,49.4,176,0.1242,0
6090,41,RJ,Medio,Solteiro,Servidor publico,Varejo,4913.56,731,56,1,144,1586,App,Conta salario,25,743.86,107659.85,48,12627.37,33,0,0,49,Pix falso,298.11,0,9,0,0.015,0,1,17.4,0,0.1107,0
6091,53,RS,Fundamental,Casado,CLT,Alta renda,6211.45,511,41,2,286,566,Agencia,Conta salario,34,177.53,29033.63,60,3223.25,15,1,0,61,Pix falso,408.35,3,14,1,0.833,0,0,62.8,0,0.0843,0
6092,43,CE,Superior,Casado,CLT,MEI,6218.39,606,38,2,92,1715,App,Seguro,17,453.98,45919.42,49,5791.74,42,1,1,106,Engenharia social,1062.89,1,51,1,0.828,0,0,29.7,0,0.0983,0
6093,40,GO,Medio,Solteiro,Aposentado,Aposentado,1819.14,562,11,1,610,1326,Caixa Eletronico,Emprestimo,26,158.83,24366.2,45,4217.06,13,1,0,85,Cartao clonado,926.06,1,14,0,0.013,0,0,25.3,0,0.0795,0
6094,29,RJ,Pos-graduacao,Casado,Empresario,Varejo,3601.24,654,31,3,272,423,App,Conta corrente,21,99.46,12008.55,38,3618.04,31,1,0,63,Pix falso,459.35,1,21,1,0.865,0,0,22.0,0,0.0384,0
6095,43,DF,Fundamental,Solteiro,CLT,Varejo,1697.74,555,27,4,240,1522,App,Conta corrente,22,136.52,17528.31,42,1577.41,31,1,0,176,Pix falso,1737.56,3,29,1,0.745,0,0,34.6,0,0.0667,0
6096,53,SC,Medio,Casado,CLT,MEI,7050.34,720,87,2,121,2594,App,Conta corrente,23,294.16,35388.87,39,2889.82,35,2,0,32,Engenharia social,1734.85,1,13,0,0.036,0,0,28.5,0,0.0849,0
6097,25,PR,Pos-graduacao,Solteiro,CLT,Varejo,1701.55,568,60,2,338,307,Internet Banking,Cartao credito,18,138.02,13415.88,48,2866.7,15,0,0,97,Cartao clonado,1372.74,1,23,1,0.575,0,0,50.3,0,0.0569,0
6098,43,RS,Superior,Casado,CLT,Alta renda,11290.73,636,64,2,270,3301,App,Conta corrente,35,541.93,116546.99,77,14370.49,44,3,0,85,Conta invadida,632.2,1,11,1,0.948,0,0,33.9,0,0.0385,0
6099,45,RJ,Medio,Solteiro,CLT,Universitario,3011.52,519,70,1,753,999,App,Conta corrente,18,528.27,55212.08,56,6758.14,40,4,0,7,Conta invadida,7631.51,2,17,0,0.067,0,0,12.5,0,0.1023,0
6100,31,RJ,Medio,Solteiro,Autonomo,Alta renda,43529.46,470,96,3,1,973,App,Emprestimo,25,8062.79,1202834.03,64,98513.91,39,0,0,69,Conta invadida,2478.9,1,19,1,0.704,0,0,27.8,0,0.0504,0
